Year,Mortgage_Rate,Consumer_Inflation_Rate,House_Inflation_Rate_Colorado,House_Inflation_Rate_Denver,House_Inflation_Rate_Boulder,House_Inflation_Rate_USA,House_Inflation_Rate_Mountain,cluster
1991.25,9.5,4.821150855365497,2.968971491573469,2.8647661845246475,3.4878313439776765,-1.6719745222930182,-3.575330221471873,2
1991.5,9.62,4.695919938414161,3.4288838553463874,3.361577996944032,4.421609839638774,0.4775644214504382,-2.127031019202219,2
1991.75,9.01,3.396226415094339,3.558139534883731,3.2965517241379416,6.257744733581161,3.697078115682828,8.842601689919327,2
1992.0,8.5,2.980625931445613,5.049880133013684,4.252983948415423,7.37277743715512,4.240282685512398,9.376808797993519,2
1992.25,8.94,3.189910979228472,5.3537284894837445,5.583617747440273,6.605751947273819,2.32882165605095,5.263680603833554,2
1992.5,8.51,3.0147058823529305,6.351004380003045,5.872866550194877,10.720143134039084,2.0097502736046158,5.337272279665184,2
1992.75,7.92,2.9927007299270114,7.71764353619282,7.584457203899042,10.597667638483976,3.0808984297356234,6.543525250540383,5
1993.0,8.22,2.966714905933454,7.928445229681991,7.658902487169383,11.777301927194861,2.29681978798586,7.244838896392047,5
1993.25,7.5,3.0194104960460155,8.384754990925591,7.615722782518741,13.151608823942663,1.5269402839914514,6.189263138031897,5
1993.5,7.42,2.9978586723768963,8.606120854931465,7.705001269357692,11.782924858604904,3.0137520725641354,8.114424605029447,5
1993.75,6.92,2.7639971651311157,9.298123697011818,8.228869306193376,13.035455384209826,2.6417277284997986,9.876429361859106,5
1994.0,7.17,2.8109627547435068,9.924288929813784,8.874220755408867,12.733077905491697,3.1759739013625055,9.51695601331295,5
1994.25,7.68,2.6517794836008246,11.105157401205613,9.948335936561348,14.975785421582021,3.8317846537024636,11.017325633051978,5
1994.5,8.4,2.494802494802495,13.44883949002944,12.575132586918091,16.660643295988443,3.4463169854194176,10.782533506268921,5
1994.75,8.64,2.965517241379323,13.059511698880977,11.949541284403665,15.48507462686568,3.0621829795228317,9.080990348300455,5
1995.0,9.2,2.597402597402576,11.262099776619516,10.272819131020562,12.405120652543333,2.5109271831116997,8.344969199178642,5
1995.25,8.46,2.7872195785180187,10.085604051121312,9.277674571085125,8.00302408467437,2.398745271704028,6.594637855142049,5
1995.5,7.57,3.0425963488843744,7.324804057169199,6.668760469011725,6.268071045022716,2.2881200805418223,5.705588510771165,2
1995.75,7.64,2.54521098459477,6.810257563828603,6.269207129686527,5.078756058158307,2.825373678454235,5.608986689235973,2
1996.0,7.2,2.5316455696202667,7.540014500027881,7.289757686825493,6.057246522878468,3.0300281230154935,5.04889697521036,2
1996.25,7.62,2.8439153439153486,6.89447456327692,6.319999999999992,5.840000000000001,3.2255158122353356,5.300698250619407,2
