Year,Mortgage_Rate,Consumer_Inflation_Rate,House_Inflation_Rate_Colorado,House_Inflation_Rate_Denver,House_Inflation_Rate_Boulder,House_Inflation_Rate_USA,House_Inflation_Rate_Mountain,cluster
2023.0,6.36,6.404600402357152,8.112362271461437,6.979969533683472,10.498169204085572,6.148867313915862,2.4552945792925662,3
2023.25,6.54,4.917719362889961,4.079523581919897,3.1038989326944044,2.6173326604578717,3.4537878986399706,-2.2415983570894027,2
2023.5,6.71,3.070617072997095,-0.5940498809495209,-1.8347697959348541,-2.0792245394654074,3.077039389128289,-1.433581911669568,2
2023.75,7.2,3.687206638119256,0.5481016965631191,0.314400364042533,-0.5098324836125268,5.808074326925539,3.324531712417378,2
2024.0,6.82,3.3159099427102934,1.8640883015393017,1.6300767219943557,1.5565729234793935,6.712528663748163,5.509656945888275,3
2024.25,6.82,3.4868349120836584,3.2729709938065454,3.3210098235977537,4.6853693975634325,6.659236556143755,5.857114881344461,3
2024.5,6.92,2.9702579486470926,2.2282976870221516,1.7436361393263988,0.3835358145315215,5.386044692191105,3.784633455399722,3
2024.75,6.18,2.4264830315416708,2.4584516830845615,1.5361458204462108,2.280165360434072,4.606316402270405,4.045965183088929,3
2025.0,6.72,2.870690967509981,3.5988712297975622,3.4107068172312793,1.7559677142366503,4.937487790584116,4.998962870773704,3
2025.25,6.65,2.381981462805549,2.2678652981756198,1.35563416279878,2.822916444235646,4.02536335138215,2.6302954877987172,2
2025.5,6.82,2.680453865910226,1.27683241426646,0.5618204599652454,2.832443970117393,2.8813362718942193,1.8391225471431127,2
2025.75,6.35,3.0225715847133294,0.8163361606247532,0.7513758300672135,0.04210260404606814,1.9084057971014534,-0.7121192140313704,2
2026.0,6.19,2.653304114557753,1.3301102529332143,0.7906816849002185,1.4767309396227946,1.7845110021609267,0.684099269295424,2
